,scores,labels
259,0.24031359,0
260,0.23158038,0
261,0.22975539,0
262,0.21786825,0
263,0.22561984,0
264,0.22032462,0
265,0.2304012,0
266,0.19353098,0
267,0.23577571,0
268,0.23012726,0
269,0.2308985,0
270,0.2403799,0
271,0.22363779,0
272,0.22815292,0
273,0.22671406,0
274,0.2439277,0
275,0.22345243,0
276,0.22630489,0
277,0.23491363,0
278,0.227362,0
279,0.23353611,0
280,0.23115146,0
281,0.23616573,0
282,0.2271158,0
283,0.239812,0
284,0.21355197,0
285,0.22715473,0
286,0.22400641,0
287,0.2302569,0
288,0.22348098,0
289,0.21187894,0
290,0.22975454,0
291,0.22252917,0
292,0.22561304,0
293,0.22278588,0
294,0.22849318,0
295,0.22500148,0
296,0.21915054,0
297,0.23477177,0
298,0.24935931,0
299,0.22252177,0
300,0.22818685,0
301,0.23181182,0
302,0.23318522,0
303,0.23115812,0
304,0.21232212,0
305,0.24010527,0
306,0.2239605,0
307,0.23065126,0
308,0.22947292,0
309,0.21187095,0
310,0.22063957,0
311,0.22933595,0
312,0.23592024,0
313,0.22554854,0
314,0.24974035,0
315,0.21969992,0
316,0.2205956,0
317,0.24224609,0
318,0.22995573,0
319,0.21973388,0
320,0.23817155,0
321,0.2273683,0
322,0.22479463,0
323,0.24595582,0
324,0.22017694,0
325,0.24554496,0
326,0.23909804,0
327,0.23072176,0
328,0.21240413,0
329,0.23827875,0
330,0.19634084,0
331,0.23280369,0
332,0.21395908,0
333,0.21435118,0
334,0.23329657,0
335,0.22736493,0
336,0.21442953,0
337,0.22725718,0
338,0.23738083,0
339,0.22657844,0
340,0.20933113,0
341,0.21679959,0
342,0.21984914,0
343,0.23186742,0
344,0.23118232,0
345,0.22214338,0
346,0.2287247,0
347,0.22314934,0
348,0.21755219,0
349,0.23919825,0
350,0.2165885,0
351,0.22985598,0
352,0.22106779,0
353,0.22383931,0
354,0.23091948,0
355,0.22769952,0
356,0.22998226,0
357,0.25518632,0
358,0.23492849,0
359,0.22834682,0
360,0.22667515,0
361,0.21961764,0
362,0.23014705,0
363,0.22151864,0
364,0.21834807,0
365,0.23014125,0
366,0.2145763,0
367,0.2570398,0
368,0.21902037,0
369,0.21702258,0
370,0.21729755,0
371,0.22938403,0
372,0.22501779,0
373,0.24749175,0
374,0.24770395,0
375,0.2235143,0
376,0.20821582,0
377,0.22735271,0
378,0.23205885,0
379,0.24742556,0
380,0.22218147,0
381,0.23275727,0
382,0.23242629,0
383,0.22243214,0
384,0.2293491,0
385,0.22607234,0
386,0.22056833,0
387,0.21718346,0
388,0.23253319,0
389,0.23185942,0
390,0.25013125,0
391,0.22390774,0
392,0.2232134,0
393,0.22838828,0
394,0.23065454,0
395,0.22954111,0
396,0.22281829,0
397,0.22682694,0
398,0.22921209,0
399,0.22041593,0
400,0.23899147,0
401,0.21791261,0
402,0.21975881,0
403,0.22533838,0
404,0.2247116,0
405,0.2308611,0
406,0.23120734,0
407,0.20396239,0
408,0.23718695,0
409,0.24199425,0
410,0.24645293,0
411,0.22909574,0
412,0.23222731,0
413,0.23899269,0
414,0.2367687,0
415,0.23724765,0
416,0.22394584,0
417,0.23342256,0
418,0.23188019,0
419,0.221984,0
420,0.22108504,0
421,0.21796596,0
422,0.23725721,0
423,0.23820278,0
424,0.24336028,0
425,0.22484815,0
426,0.22202346,0
427,0.23152375,0
428,0.2457012,0
429,0.24051893,0
430,0.23631737,0
431,0.22287458,0
432,0.22532068,0
433,0.22183292,0
434,0.22239384,0
435,0.23195337,0
436,0.21041393,0
437,0.22657982,0
438,0.21495265,0
439,0.22783452,0
440,0.22039872,0
441,0.22139566,0
442,0.2349188,0
443,0.20499611,0
444,0.22405013,0
445,0.2251777,0
446,0.22159386,0
447,0.23035686,0
448,0.21803825,0
449,0.22364585,0
450,0.22720763,0
451,0.22889505,0
452,0.24234025,0
453,0.24769245,0
454,0.25011086,0
455,0.22754852,0
456,0.22322385,0
457,0.2220708,0
458,0.24144328,0
459,0.225471,0
460,0.22241943,0
461,0.22316256,0
462,0.23231936,0
463,0.23001167,0
464,0.22450837,0
465,0.22757211,0
466,0.22516236,0
467,0.2278624,0
468,0.22347818,0
469,0.22616206,0
470,0.22777575,0
471,0.22644567,0
472,0.23610038,0
473,0.2237502,0
474,0.21629286,0
475,0.23554063,0
476,0.22617957,0
477,0.2147619,0
478,0.22681305,0
479,0.2286351,0
480,0.21008675,0
481,0.21607292,0
482,0.19289152,0
483,0.23659025,0
484,0.25245914,0
485,0.23567188,0
486,0.22871642,0
487,0.2292013,0
488,0.21631563,0
489,0.22289543,0
490,0.22916397,0
491,0.24769124,0
492,0.21073405,0
493,0.21133652,0
494,0.23499247,0
495,0.22593513,0
496,0.23209493,0
497,0.21828239,0
498,0.23269849,0
499,0.22146672,0
500,0.22104993,0
501,0.2336981,0
502,0.22693545,0
503,0.2325285,0
504,0.2664215,0
505,0.22363216,0
506,0.23106365,0
507,0.2375023,0
508,0.24291472,0
509,0.22605824,0
510,0.2184873,0
511,0.2416672,0
512,0.22706425,0
513,0.22748333,0
514,0.21994412,0
515,0.22320113,0
516,0.21765211,0
517,0.23548064,0
518,0.21790564,0
519,0.23327205,0
520,0.22992778,0
521,0.22614108,0
522,0.22682534,0
523,0.22640654,0
524,0.22705708,0
525,0.23855346,0
526,0.24472198,0
527,0.22858095,0
528,0.22581147,0
529,0.2286357,0
530,0.22145912,0
531,0.24540702,0
532,0.23221728,0
533,0.2311043,0
534,0.2326713,0
535,0.22962528,0
536,0.23940468,0
537,0.25240695,0
538,0.22135684,0
539,0.23309915,0
540,0.22760639,0
541,0.22325826,0
542,0.24126443,0
543,0.2303016,0
544,0.23126838,0
545,0.23137248,0
546,0.23419839,0
547,0.22796571,0
548,0.22965221,0
549,0.22586076,0
550,0.22411919,0
551,0.22271249,0
552,0.22580402,0
553,0.21839246,0
554,0.22770154,0
555,0.20532024,0
556,0.24382822,0
557,0.22401933,0
558,0.21946123,0
559,0.21916638,0
560,0.23754202,0
561,0.22779593,0
562,0.22358587,0
563,0.23369966,0
564,0.23914188,0
565,0.23501132,0
566,0.22934398,0
567,0.23138782,0
568,0.22755699,0
569,0.22759306,0
570,0.23330748,0
571,0.21726225,0
572,0.2254732,0
573,0.23272255,0
574,0.2198593,0
575,0.23126778,0
576,0.23884694,0
577,0.23014,0
578,0.23182139,0
579,0.2271702,0
580,0.21159911,0
581,0.21701877,0
582,0.20787579,0
583,0.22993883,0
584,0.23777072,0
585,0.22694021,0
586,0.23123944,0
587,0.23099445,0
588,0.22777066,0
589,0.22980371,0
590,0.24646682,0
591,0.22616732,0
592,0.22159791,0
593,0.24442004,0
594,0.22596374,0
595,0.23420256,0
596,0.24074857,0
597,0.221399,0
598,0.2373769,0
599,0.20700364,0
600,0.2382412,0
601,0.22775625,0
602,0.22217458,0
603,0.23197523,0
604,0.2222153,0
605,0.21216832,0
606,0.2222127,0
607,0.22862224,0
608,0.23732726,0
609,0.22759925,0
610,0.22742656,0
611,0.22732669,0
612,0.22923443,0
613,0.23408625,0
614,0.2272769,0
615,0.22916323,0
616,0.232182,0
617,0.24274716,0
618,0.22642082,0
619,0.2218048,0
620,0.23161572,0
621,0.23261055,0
622,0.23462598,0
623,0.2218272,0
624,0.2201902,0
625,0.23724328,0
626,0.22841236,0
627,0.22655079,0
628,0.2279228,0
629,0.22449139,0
630,0.23354793,0
631,0.23832917,0
632,0.21202928,0
633,0.2369387,0
634,0.22475688,0
635,0.2251662,0
636,0.21839654,0
637,0.23148374,0
638,0.22211823,0
639,0.22141537,0
640,0.2242711,0
641,0.23863207,0
642,0.2195485,0
643,0.23136258,0
644,0.22495416,0
645,0.23548532,0
646,0.22701101,0
647,0.23207068,0
648,0.21963236,0
649,0.23990247,0
650,0.22907683,0
651,0.22401933,0
652,0.24712107,0
653,0.22329484,0
654,0.23368981,0
655,0.21367596,0
656,0.21801326,0
657,0.23517093,0
658,0.21610157,0
659,0.2210363,0
660,0.23173313,0
661,0.22127172,0
662,0.21833804,0
663,0.23524338,0
664,0.22854058,0
665,0.22022323,0
666,0.23792496,0
667,0.22892204,0
668,0.22237912,0
669,0.22139695,0
670,0.23170386,0
671,0.22979498,0
672,0.21561581,0
673,0.22891054,0
674,0.22024783,0
675,0.2236084,0
676,0.23457418,0
677,0.21251094,0
678,0.2325755,0
679,0.22339076,0
680,0.23613136,0
681,0.22816205,0
682,0.22547996,0
683,0.25499427,0
684,0.23155308,0
685,0.23274289,0
686,0.22471806,0
687,0.21953532,0
688,0.22800499,0
689,0.2254027,0
690,0.22416857,0
691,0.22533858,0
692,0.22972494,0
693,0.24740437,0
694,0.2563511,0
695,0.2421352,0
696,0.2218225,0
697,0.2297566,0
698,0.22124627,0
699,0.22846596,0
700,0.22384535,0
701,0.23742801,0
702,0.23810878,0
703,0.22864923,0
704,0.21962678,0
705,0.22537023,0
706,0.240486,0
707,0.23106429,0
708,0.23142962,0
709,0.24708194,0
710,0.21279532,0
711,0.21697937,0
712,0.22894791,0
713,0.21684568,0
714,0.22020064,0
715,0.2302571,0
716,0.22587705,0
717,0.22290479,0
718,0.222291,0
719,0.22560957,0
720,0.22383927,0
721,0.23029959,0
722,0.2277141,0
723,0.22914836,0
724,0.23186299,0
725,0.22077034,0
726,0.2242353,0
727,0.21889159,0
728,0.22945964,0
729,0.22156928,0
730,0.2314547,0
731,0.22865693,0
732,0.23402232,0
733,0.2281633,0
734,0.23116164,0
735,0.21989278,0
736,0.22797525,0
737,0.22279064,0
738,0.22535512,0
739,0.2337007,0
740,0.23507684,0
741,0.23132704,0
742,0.23130855,0
743,0.24102563,0
744,0.23169123,0
745,0.23809737,0
746,0.23018754,0
747,0.22165172,0
748,0.2193785,0
749,0.23654008,0
750,0.2245565,0
751,0.25565526,0
752,0.22835037,0
753,0.23722214,0
754,0.22403875,0
755,0.22225186,0
756,0.22243348,0
757,0.22608718,0
758,0.2309107,0
759,0.22968385,0
760,0.22310573,0
761,0.23158213,0
762,0.23707996,0
763,0.22505479,0
764,0.233394,0
765,0.23125122,0
766,0.2270273,0
767,0.2396714,0
768,0.23730293,0
769,0.20198426,0
770,0.22004616,0
771,0.22831267,0
772,0.22836804,0
773,0.22649068,0
774,0.23008436,0
775,0.22861376,0
776,0.23973171,0
777,0.2298023,0
778,0.2283098,0
779,0.22553073,0
780,0.23515448,0
781,0.2364622,0
782,0.22973764,0
783,0.24386394,0
784,0.21939266,0
785,0.22660816,0
786,0.21886644,0
787,0.23365876,0
788,0.23654205,0
789,0.2565647,0
790,0.22139212,0
791,0.2234726,0
792,0.23672873,0
793,0.23090045,0
794,0.2266094,0
795,0.22454092,0
796,0.23302446,0
797,0.24545662,0
798,0.2354582,0
799,0.231924,0
800,0.24381137,0
801,0.21609883,0
802,0.25154707,0
803,0.22219408,0
804,0.23064868,0
805,0.22857672,0
806,0.21528634,0
807,0.231534,0
808,0.22551942,0
809,0.23606732,0
810,0.23886546,0
811,0.25795352,0
812,0.23494959,0
813,0.22451973,0
814,0.2275326,0
815,0.23038647,0
816,0.22225156,0
817,0.249418,0
818,0.21217486,0
819,0.22289562,0
820,0.22162172,0
821,0.22778234,0
822,0.2175326,0
823,0.22328696,0
824,0.24394098,0
825,0.24346557,0
826,0.2296364,0
827,0.22209977,0
828,0.22550821,0
829,0.21016574,0
830,0.23398952,0
831,0.23981881,0
832,0.22437148,0
833,0.22971308,0
834,0.23105848,0
835,0.22769564,0
836,0.24377868,0
837,0.22682768,0
838,0.2257071,0
839,0.2330026,0
840,0.22480743,0
841,0.22101101,0
842,0.22433642,0
843,0.22255276,0
844,0.22888637,0
845,0.21891752,0
846,0.23685661,0
847,0.22828391,0
848,0.22647116,0
849,0.2223523,0
850,0.21763359,0
851,0.21869332,0
852,0.23599213,0
853,0.23864642,0
854,0.22958943,0
855,0.23126982,0
856,0.2130013,0
857,0.23986664,0
858,0.24107409,0
859,0.23585019,0
860,0.23690826,0
861,0.22690678,0
862,0.21584457,0
863,0.21459469,0
864,0.21914802,0
865,0.22721648,0
866,0.239429,0
867,0.22845267,0
868,0.22320148,0
869,0.23061137,0
870,0.23319748,0
871,0.21848944,0
872,0.22709969,0
873,0.2291084,0
874,0.23608826,0
875,0.23297843,0
876,0.23884754,0
877,0.2223503,0
878,0.23941553,0
879,0.22019272,0
880,0.23214379,0
881,0.2220954,0
882,0.22683159,0
883,0.22528139,0
884,0.22117983,0
885,0.2223042,0
886,0.22835162,0
887,0.23341784,0
888,0.23742324,0
889,0.2326312,0
890,0.23560373,0
891,0.21737811,0
892,0.23524635,0
893,0.21843731,0
894,0.22411773,0
895,0.2356588,0
896,0.22616899,0
897,0.2272453,0
898,0.22096446,0
899,0.22805093,0
900,0.23338115,0
901,0.22326975,0
902,0.24695459,0
903,0.23189192,0
904,0.21365991,0
905,0.22593158,0
906,0.22839147,0
907,0.23404813,0
908,0.21447358,0
909,0.23120329,0
910,0.23028743,0
911,0.2413373,0
912,0.22151136,0
913,0.25299186,0
914,0.21930689,0
915,0.2277075,0
916,0.2311217,0
917,0.23927508,0
918,0.22443995,0
919,0.2239663,0
920,0.22064245,0
921,0.23388761,0
922,0.2151088,0
923,0.24792235,0
924,0.22705889,0
925,0.21350168,0
926,0.2307452,0
927,0.21783563,0
928,0.22813764,0
929,0.22392085,0
930,0.2052058,0
931,0.2332207,0
932,0.22479409,0
933,0.22637376,0
934,0.21336994,0
935,0.239398,0
936,0.2385271,0
937,0.2279343,0
938,0.2291286,0
939,0.22893243,0
940,0.22757488,0
941,0.25042126,0
942,0.21974021,0
943,0.22713594,0
944,0.23367676,0
945,0.21982919,0
946,0.22861543,0
947,0.2134862,0
948,0.24646902,0
949,0.22073779,0
950,0.22399643,0
951,0.22114876,0
952,0.21576622,0
953,0.23319072,0
954,0.23985782,0
955,0.2269338,0
956,0.23238829,0
957,0.24125366,0
958,0.21717834,0
959,0.21822815,0
960,0.22269349,0
961,0.21193236,0
962,0.2511999,0
963,0.23724441,0
964,0.25211757,0
965,0.22530572,0
966,0.22589344,0
967,0.2325342,0
968,0.23728172,0
969,0.223115,0
970,0.2531731,0
971,0.22104359,0
972,0.21648362,0
973,0.23998068,0
974,0.23664264,0
975,0.22361404,0
976,0.24062476,0
977,0.21453348,0
978,0.21871519,0
979,0.2234411,0
980,0.24210092,0
981,0.23711686,0
982,0.2101882,0
983,0.24654561,0
984,0.23041308,0
985,0.2273442,0
986,0.24906889,0
987,0.21222506,0
988,0.21788904,0
989,0.22776608,0
990,0.21746933,0
991,0.22397059,0
992,0.22640276,0
993,0.22383384,0
994,0.23228614,0
995,0.22688091,0
996,0.22802058,0
997,0.22647773,0
998,0.22785424,0
999,0.22735707,0
1000,0.22524509,0
1001,0.22622442,0
1002,0.23034965,0
1003,0.21968941,0
1004,0.2307171,0
1005,0.21557133,0
1006,0.23127317,0
1007,0.21528319,0
1008,0.2448642,0
1009,0.22012703,0
1010,0.22936156,0
1011,0.22910641,0
1012,0.21571434,0
1013,0.23233584,0
1014,0.23128065,0
1015,0.2468456,0
1016,0.21583924,0
1017,0.20798895,0
1018,0.21468714,0
1019,0.22296119,0
1020,0.23682767,0
1021,0.22829735,0
1022,0.24491793,0
1023,0.21787891,0
1024,0.22663212,0
1025,0.22214687,0
1026,0.21862064,0
1027,0.22909145,0
1028,0.21969008,0
1029,0.22681955,0
1030,0.2357527,0
1031,0.21474324,0
1032,0.22004181,0
1033,0.23029874,0
1034,0.2285966,0
1035,0.21781044,0
1036,0.23115753,0
1037,0.22744004,0
1038,0.2180317,0
1039,0.23234057,0
1040,0.23208867,0
1041,0.23294732,0
1042,0.22865912,0
1043,0.23478967,0
1044,0.22501092,0
1045,0.22605264,0
1046,0.22779602,0
1047,0.21435583,0
1048,0.23041388,0
1049,0.22519992,0
1050,0.2335341,0
1051,0.22559768,0
1052,0.1992844,0
1053,0.22891888,0
1054,0.23721108,0
1055,0.2353343,0
1056,0.23749048,0
1057,0.22998044,0
1058,0.2328165,0
1059,0.23775546,0
1060,0.23115185,0
1061,0.22679913,0
1062,0.22672206,0
1063,0.22707425,0
1064,0.23971176,0
1065,0.22693834,0
1066,0.23079833,0
1067,0.23300815,0
1068,0.22568974,0
1069,0.23555562,0
1070,0.2270379,0
1071,0.23005705,0
1072,0.2298427,0
1073,0.2256737,0
1074,0.23869428,0
1075,0.2102062,0
1076,0.22123544,0
1077,0.21348658,0
1078,0.22996745,0
1079,0.21872994,0
1080,0.22704715,0
1081,0.22257444,0
1082,0.23725858,0
1083,0.22110781,0
1084,0.22614378,0
1085,0.22568898,0
1086,0.23739599,0
1087,0.23302285,0
1088,0.23080295,0
1089,0.24124019,0
1090,0.22000931,0
1091,0.22047906,0
1092,0.21912698,0
1093,0.23351173,0
1094,0.2212184,0
1095,0.23245542,0
1096,0.2432765,0
1097,0.23471127,0
1098,0.22265117,0
1099,0.2418358,0
1100,0.21524064,0
1101,0.22489956,0
1102,0.23405147,0
1103,0.22043982,0
1104,0.22970906,0
1105,0.22724137,0
1106,0.22961426,0
1107,0.23249328,0
1108,0.21712893,0
1109,0.24347028,0
1110,0.22950053,0
1111,0.22265753,0
1112,0.22864553,0
1113,0.23685178,0
1114,0.22312818,0
1115,0.22850709,0
1116,0.23760568,0
1117,0.22362165,0
1118,0.23647004,0
1119,0.2257204,0
1120,0.21414551,0
1121,0.22525969,0
1122,0.2272841,0
1123,0.22204337,0
1124,0.22528379,0
1125,0.22176477,0
1126,0.22566949,0
1127,0.22725415,0
1128,0.22696862,0
1129,0.22601932,0
1130,0.23505025,0
1131,0.23079777,0
1132,0.23614447,0
1133,0.23254526,0
1134,0.22721255,0
1135,0.2253955,0
1136,0.22718716,0
1137,0.22737502,0
1138,0.23149216,0
1139,0.23155501,0
1140,0.21722941,0
1141,0.24170756,0
1142,0.22583652,0
1143,0.20359826,0
1144,0.229272,0
1145,0.21207875,0
1146,0.24128655,0
1147,0.24368772,0
1148,0.2236551,0
1149,0.22152612,0
1150,0.22232108,0
1151,0.21837714,0
1152,0.23554908,0
1153,0.22039595,0
1154,0.23202765,0
1155,0.22816502,0
1156,0.17089221,0
1157,0.22072378,0
1158,0.22553115,0
1159,0.22196198,0
1160,0.22375189,0
1161,0.21952645,0
1162,0.22763811,0
1163,0.2368482,0
1164,0.21890923,0
1165,0.23650496,0
1166,0.22157857,0
1167,0.23723124,0
1168,0.22378509,0
1169,0.23446421,0
1170,0.22315693,0
1171,0.22428803,0
1172,0.24120729,0
1173,0.2360022,0
1174,0.20571706,0
1175,0.22906427,0
1176,0.22091465,0
1177,0.2206161,0
1178,0.22551784,0
1179,0.22406405,0
1180,0.22775444,0
1181,0.2198624,0
1182,0.23517255,0
1183,0.2280809,0
1184,0.22828469,0
1185,0.22745506,0
1186,0.24491882,0
1187,0.23660022,0
1188,0.22221932,0
1189,0.23480555,0
1190,0.23227215,0
1191,0.23536806,0
1192,0.23356041,0
1193,0.23186281,0
1194,0.220916,0
1195,0.22612302,0
1196,0.226096,0
1197,0.22487858,0
1198,0.22311294,0
1199,0.22512256,0
1200,0.23677424,0
1201,0.2306416,0
1202,0.22050002,0
1203,0.23585615,0
1204,0.23065981,0
1205,0.2347626,0
1206,0.2331522,0
1207,0.22879279,0
1208,0.21584664,0
1209,0.232485,0
1210,0.21962959,0
1211,0.21875387,0
1212,0.23333341,0
1213,0.2245956,0
1214,0.22394805,0
1215,0.21128623,0
1216,0.22249071,0
1217,0.22014765,0
1218,0.23870811,0
1219,0.22550468,0
1220,0.22255877,0
1221,0.23365793,0
1222,0.24805531,0
1223,0.22730613,0
1224,0.21937029,0
1225,0.23252761,0
1226,0.23973617,0
1227,0.21867625,0
1228,0.2388651,0
1229,0.23064834,0
1230,0.22352493,0
1231,0.22423325,0
1232,0.2145845,0
1233,0.22196504,0
1234,0.23098998,0
1235,0.248595,0
1236,0.230704,0
1237,0.22963631,0
1238,0.23824643,0
1239,0.2327808,0
1240,0.22208658,0
1241,0.22363567,0
1242,0.23454306,0
1243,0.22883008,0
1244,0.21750295,0
1245,0.22344838,0
1246,0.21420579,0
1247,0.22794144,0
1248,0.2169048,0
1249,0.21464586,0
1250,0.2337148,0
1251,0.22713628,0
1252,0.22628435,0
1253,0.23263471,0
1254,0.23739609,0
1255,0.23368213,0
1256,0.233187,0
1257,0.23266637,0
1258,0.22367322,0
1259,0.23048308,0
1260,0.21500248,0
1261,0.22222619,0
1262,0.22080278,0
1263,0.2335583,0
1264,0.22849797,0
1265,0.21287793,0
1266,0.22495691,0
1267,0.24646309,0
1268,0.23193833,0
1269,0.22816631,0
1270,0.22326243,0
1271,0.2176731,0
1272,0.22058281,0
1273,0.22703996,0
1274,0.23448943,0
1275,0.22998004,0
1276,0.21597533,0
1277,0.23283802,0
1278,0.24513702,0
1279,0.24080133,0
1280,0.21539637,0
1281,0.2160551,0
1282,0.21323013,0
1283,0.2054414,0
1284,0.22237836,0
1285,0.21646476,0
1286,0.20985207,0
1287,0.20595758,0
1288,0.21035576,0
1289,0.20435846,0
1290,0.22136217,0
1291,0.20927636,0
1292,0.20937769,0
1293,0.20463836,0
1294,0.21636222,0
1295,0.21491925,0
1296,0.21698561,0
1297,0.21351866,0
1298,0.21416847,0
1299,0.19472687,0
1300,0.21062875,0
1301,0.20523892,0
1302,0.19904527,0
1303,0.20668122,0
1304,0.20531598,0
1305,0.21446681,0
1306,0.21107066,0
1307,0.21690816,0
1308,0.22238037,0
1309,0.20303695,0
1310,0.20487913,0
1311,0.2037069,0
1312,0.2135332,0
1313,0.20886353,0
1314,0.20762917,0
1315,0.20975402,0
1316,0.21606539,0
1317,0.20365374,0
1318,0.21912265,0
1319,0.20748782,0
1320,0.19967175,0
1321,0.21055675,0
1322,0.20180862,0
1323,0.23738527,0
1324,0.22230506,0
1325,0.19439802,0
1326,0.21190433,0
1327,0.2054894,0
1328,0.20555604,0
1329,0.21258959,0
1330,0.21643847,0
1331,0.20976016,0
1332,0.20734,0
1333,0.22233546,0
1334,0.23966102,0
1335,0.22148281,0
1336,0.20241949,0
1337,0.21907061,0
1338,0.21066958,0
1339,0.20957403,0
1340,0.21437895,0
1341,0.21363065,0
1342,0.23496287,0
1343,0.21032536,0
1344,0.20366983,0
1345,0.20599014,0
1346,0.21825688,0
1347,0.19815712,0
1348,0.19812077,0
1349,0.20596413,0
1350,0.22047982,0
1351,0.21293554,0
1352,0.20619795,0
1353,0.21240261,0
1354,0.22695945,0
1355,0.22976278,0
1356,0.20947717,0
1357,0.21151803,0
1358,0.20776713,0
1359,0.20219141,0
1360,0.22770527,0
1361,0.20379244,0
1362,0.21721113,0
1363,0.22138754,0
1364,0.22335681,0
